
─── Fold 0/92 ───
[fold 0] epoch   10 | train  121.56 | val  122.02 | rotLSD  23.47
[fold 74] epoch  580 | train    0.74 | val    0.84 | rotLSD   0.52
[fold 74] epoch  590 | train    0.74 | val    0.84 | rotLSD   0.52
[fold 74] epoch  600 | train    0.74 | val    0.85 | rotLSD   0.52
[fold 74] epoch  610 | train    0.73 | val    0.85 | rotLSD   0.51
[fold 74] epoch  620 | train    0.73 | val    0.84 | rotLSD   0.50
[fold 74] epoch  630 | train    0.73 | val    0.85 | rotLSD   0.50
[fold 74] epoch  640 | train    0.73 | val    0.84 | rotLSD   0.51
[fold 74] epoch  650 | train    0.72 | val    0.85 | rotLSD   0.52
[fold 74] epoch  660 | train    0.73 | val    0.85 | rotLSD   0.50
[fold 74] epoch  670 | train    0.72 | val    0.85 | rotLSD   0.52
[fold 74] epoch  680 | train    0.72 | val    0.85 | rotLSD   0.51
[fold 74] epoch  690 | train    0.72 | val    0.85 | rotLSD   0.52
[fold 74] epoch  700 | train    0.72 | val    0.86 | rotLSD   0.51
[fold 74] epoch  710 | train    0.71 | val    0.86 | rotLSD   0.52
[fold 74] epoch  720 | train    0.72 | val    0.86 | rotLSD   0.52
[fold 74] epoch  730 | train    0.71 | val    0.86 | rotLSD   0.51
[fold 74] epoch  740 | train    0.71 | val    0.86 | rotLSD   0.52
[fold 74] epoch  750 | train    0.71 | val    0.86 | rotLSD   0.53
[fold 74] epoch  760 | train    0.71 | val    0.85 | rotLSD   0.52
[fold 74] epoch  770 | train    0.71 | val    0.86 | rotLSD   0.53
[fold 74] epoch  780 | train    0.72 | val    0.85 | rotLSD   0.52
[fold 74] epoch  790 | train    0.71 | val    0.86 | rotLSD   0.51
[fold 74] epoch  800 | train    0.71 | val    0.86 | rotLSD   0.51
[fold 74] epoch  810 | train    0.71 | val    0.86 | rotLSD   0.53
[fold 74] epoch  820 | train    0.71 | val    0.86 | rotLSD   0.51
[fold 74] epoch  830 | train    0.70 | val    0.85 | rotLSD   0.52
[fold 74] epoch  840 | train    0.71 | val    0.86 | rotLSD   0.52
[fold 74] epoch  850 | train    0.71 | val    0.85 | rotLSD   0.50
[fold 74] epoch  860 | train    0.70 | val    0.86 | rotLSD   0.51
[fold 74] epoch  870 | train    0.70 | val    0.86 | rotLSD   0.51
[fold 74] epoch  880 | train    0.70 | val    0.86 | rotLSD   0.52
[fold 74] epoch  890 | train    0.70 | val    0.86 | rotLSD   0.51
[fold 74] epoch  900 | train    0.71 | val    0.86 | rotLSD   0.52
[fold 74] epoch  910 | train    0.71 | val    0.86 | rotLSD   0.52
[fold 74] epoch  920 | train    0.70 | val    0.86 | rotLSD   0.52
[fold 74] epoch  930 | train    0.71 | val    0.86 | rotLSD   0.51
[fold 74] epoch  940 | train    0.70 | val    0.86 | rotLSD   0.51
[fold 74] epoch  950 | train    0.71 | val    0.86 | rotLSD   0.51
[fold 74] epoch  960 | train    0.70 | val    0.86 | rotLSD   0.51
[fold 74] epoch  970 | train    0.70 | val    0.86 | rotLSD   0.51
[fold 74] epoch  980 | train    0.70 | val    0.86 | rotLSD   0.51
[fold 74] epoch  990 | train    0.70 | val    0.86 | rotLSD   0.51
[fold 74] epoch 1000 | train    0.70 | val    0.86 | rotLSD   0.52

─── Fold 75/92 ───
[fold 75] epoch   10 | train  119.69 | val  118.52 | rotLSD  21.70
[fold 75] epoch   20 | train  108.09 | val  106.93 | rotLSD  18.85
[fold 75] epoch   30 | train   95.76 | val   94.60 | rotLSD  15.78
[fold 75] epoch   40 | train   82.92 | val   81.86 | rotLSD  12.97
[fold 75] epoch   50 | train   70.14 | val   69.14 | rotLSD  10.86
[fold 75] epoch   60 | train   57.85 | val   56.91 | rotLSD   8.71
[fold 75] epoch   70 | train   46.33 | val   45.60 | rotLSD   7.20
[fold 75] epoch   80 | train   36.18 | val   35.53 | rotLSD   5.78
[fold 75] epoch   90 | train   27.42 | val   26.91 | rotLSD   4.67
[fold 75] epoch  100 | train   20.14 | val   19.83 | rotLSD   3.81
[fold 75] epoch  110 | train   14.45 | val   14.27 | rotLSD   3.07
[fold 75] epoch  120 | train   10.13 | val   10.10 | rotLSD   2.45
[fold 75] epoch  130 | train    7.02 | val    7.11 | rotLSD   1.99
[fold 75] epoch  140 | train    4.89 | val    5.09 | rotLSD   1.61
[fold 75] epoch  150 | train    3.52 | val    3.78 | rotLSD   1.34
[fold 75] epoch  160 | train    2.64 | val    2.95 | rotLSD   1.17
[fold 75] epoch  170 | train    2.08 | val    2.41 | rotLSD   1.02
[fold 75] epoch  180 | train    1.69 | val    2.01 | rotLSD   0.91
[fold 75] epoch  190 | train    1.43 | val    1.71 | rotLSD   0.79
[fold 75] epoch  200 | train    1.25 | val    1.55 | rotLSD   0.77
[fold 75] epoch  210 | train    1.12 | val    1.40 | rotLSD   0.71
[fold 75] epoch  220 | train    1.05 | val    1.31 | rotLSD   0.65
[fold 75] epoch  230 | train    0.99 | val    1.25 | rotLSD   0.67
[fold 75] epoch  240 | train    0.94 | val    1.20 | rotLSD   0.65
[fold 75] epoch  250 | train    0.90 | val    1.18 | rotLSD   0.63
[fold 75] epoch  260 | train    0.89 | val    1.17 | rotLSD   0.61
[fold 75] epoch  270 | train    0.88 | val    1.14 | rotLSD   0.61
[fold 75] epoch  280 | train    0.86 | val    1.12 | rotLSD   0.57
[fold 75] epoch  290 | train    0.85 | val    1.11 | rotLSD   0.58
[fold 75] epoch  300 | train    0.84 | val    1.11 | rotLSD   0.55
[fold 75] epoch  310 | train    0.83 | val    1.08 | rotLSD   0.59
[fold 75] epoch  320 | train    0.83 | val    1.08 | rotLSD   0.59
[fold 75] epoch  330 | train    0.81 | val    1.07 | rotLSD   0.56
[fold 75] epoch  340 | train    0.81 | val    1.08 | rotLSD   0.57
[fold 75] epoch  350 | train    0.80 | val    1.06 | rotLSD   0.56
[fold 75] epoch  360 | train    0.80 | val    1.06 | rotLSD   0.57
[fold 75] epoch  370 | train    0.79 | val    1.05 | rotLSD   0.57
[fold 75] epoch  380 | train    0.79 | val    1.04 | rotLSD   0.60
[fold 75] epoch  390 | train    0.79 | val    1.04 | rotLSD   0.55
[fold 75] epoch  400 | train    0.78 | val    1.03 | rotLSD   0.58
[fold 75] epoch  410 | train    0.78 | val    1.03 | rotLSD   0.57
[fold 75] epoch  420 | train    0.77 | val    1.04 | rotLSD   0.58
[fold 75] epoch  430 | train    0.77 | val    1.03 | rotLSD   0.55
[fold 75] epoch  440 | train    0.76 | val    1.04 | rotLSD   0.58
[fold 75] epoch  450 | train    0.76 | val    1.03 | rotLSD   0.55
[fold 75] epoch  460 | train    0.76 | val    1.04 | rotLSD   0.56
[fold 75] epoch  470 | train    0.76 | val    1.04 | rotLSD   0.57
[fold 75] epoch  480 | train    0.76 | val    1.03 | rotLSD   0.56
[fold 75] epoch  490 | train    0.74 | val    1.04 | rotLSD   0.58
[fold 75] epoch  500 | train    0.75 | val    1.03 | rotLSD   0.54
[fold 75] epoch  510 | train    0.74 | val    1.04 | rotLSD   0.54
[fold 75] epoch  520 | train    0.74 | val    1.06 | rotLSD   0.56
[fold 75] epoch  530 | train    0.74 | val    1.05 | rotLSD   0.54
[fold 75] epoch  540 | train    0.74 | val    1.04 | rotLSD   0.56
[fold 75] epoch  550 | train    0.73 | val    1.05 | rotLSD   0.57
[fold 75] epoch  560 | train    0.72 | val    1.05 | rotLSD   0.55
[fold 75] epoch  570 | train    0.73 | val    1.05 | rotLSD   0.55
[fold 75] epoch  580 | train    0.73 | val    1.05 | rotLSD   0.57
[fold 75] epoch  590 | train    0.73 | val    1.06 | rotLSD   0.54
[fold 75] epoch  600 | train    0.72 | val    1.05 | rotLSD   0.58
[fold 75] epoch  610 | train    0.72 | val    1.05 | rotLSD   0.58
[fold 75] epoch  620 | train    0.72 | val    1.07 | rotLSD   0.59
[fold 75] epoch  630 | train    0.72 | val    1.07 | rotLSD   0.55
[fold 75] epoch  640 | train    0.72 | val    1.07 | rotLSD   0.56
[fold 75] epoch  650 | train    0.72 | val    1.07 | rotLSD   0.60
[fold 75] epoch  660 | train    0.71 | val    1.07 | rotLSD   0.58
[fold 75] epoch  670 | train    0.71 | val    1.08 | rotLSD   0.56
[fold 75] epoch  680 | train    0.71 | val    1.07 | rotLSD   0.56
[fold 75] epoch  690 | train    0.71 | val    1.07 | rotLSD   0.55
[fold 75] epoch  700 | train    0.71 | val    1.07 | rotLSD   0.56
[fold 75] epoch  710 | train    0.71 | val    1.07 | rotLSD   0.57
[fold 75] epoch  720 | train    0.71 | val    1.06 | rotLSD   0.54
[fold 75] epoch  730 | train    0.70 | val    1.08 | rotLSD   0.54
[fold 75] epoch  740 | train    0.70 | val    1.07 | rotLSD   0.58
[fold 75] epoch  750 | train    0.70 | val    1.07 | rotLSD   0.55
[fold 75] epoch  760 | train    0.70 | val    1.07 | rotLSD   0.55
[fold 75] epoch  770 | train    0.70 | val    1.08 | rotLSD   0.56
[fold 75] epoch  780 | train    0.70 | val    1.06 | rotLSD   0.57
[fold 75] epoch  790 | train    0.70 | val    1.07 | rotLSD   0.56
[fold 75] epoch  800 | train    0.70 | val    1.07 | rotLSD   0.57
[fold 75] epoch  810 | train    0.70 | val    1.07 | rotLSD   0.56
[fold 75] epoch  820 | train    0.70 | val    1.07 | rotLSD   0.57
[fold 75] epoch  830 | train    0.70 | val    1.07 | rotLSD   0.57
[fold 75] epoch  840 | train    0.70 | val    1.08 | rotLSD   0.56
[fold 75] epoch  850 | train    0.70 | val    1.08 | rotLSD   0.57
[fold 75] epoch  860 | train    0.70 | val    1.08 | rotLSD   0.57
[fold 75] epoch  870 | train    0.70 | val    1.07 | rotLSD   0.54
[fold 75] epoch  880 | train    0.69 | val    1.08 | rotLSD   0.58
[fold 75] epoch  890 | train    0.70 | val    1.08 | rotLSD   0.56
[fold 75] epoch  900 | train    0.69 | val    1.08 | rotLSD   0.54
[fold 75] epoch  910 | train    0.70 | val    1.08 | rotLSD   0.54
[fold 75] epoch  920 | train    0.69 | val    1.08 | rotLSD   0.55
[fold 75] epoch  930 | train    0.70 | val    1.08 | rotLSD   0.53
[fold 75] epoch  940 | train    0.70 | val    1.08 | rotLSD   0.57
[fold 75] epoch  950 | train    0.69 | val    1.08 | rotLSD   0.58
[fold 75] epoch  960 | train    0.69 | val    1.08 | rotLSD   0.58
[fold 75] epoch  970 | train    0.69 | val    1.08 | rotLSD   0.58
[fold 75] epoch  980 | train    0.69 | val    1.08 | rotLSD   0.56
[fold 75] epoch  990 | train    0.69 | val    1.08 | rotLSD   0.55
[fold 75] epoch 1000 | train    0.69 | val    1.08 | rotLSD   0.54

─── Fold 76/92 ───
[fold 76] epoch   10 | train  121.17 | val  121.84 | rotLSD  24.33
[fold 76] epoch   20 | train  110.14 | val  110.63 | rotLSD  19.25
[fold 76] epoch   30 | train   98.33 | val   98.74 | rotLSD  16.72
[fold 76] epoch   40 | train   86.13 | val   86.42 | rotLSD  13.66
[fold 76] epoch   50 | train   73.86 | val   74.05 | rotLSD  11.53
[fold 76] epoch   60 | train   61.89 | val   62.03 | rotLSD   9.35
[fold 76] epoch   70 | train   50.51 | val   50.73 | rotLSD   7.79
[fold 76] epoch   80 | train   40.33 | val   40.48 | rotLSD   6.47
[fold 76] epoch   90 | train   31.34 | val   31.48 | rotLSD   5.33
[fold 76] epoch  100 | train   23.73 | val   23.87 | rotLSD   4.39
[fold 76] epoch  110 | train   17.53 | val   17.67 | rotLSD   3.50
[fold 76] epoch  120 | train   12.66 | val   12.82 | rotLSD   2.83
[fold 76] epoch  130 | train    9.02 | val    9.16 | rotLSD   2.30
[fold 76] epoch  140 | train    6.40 | val    6.52 | rotLSD   1.87
[fold 76] epoch  150 | train    4.57 | val    4.68 | rotLSD   1.53
[fold 76] epoch  160 | train    3.36 | val    3.45 | rotLSD   1.26
[fold 76] epoch  170 | train    2.58 | val    2.65 | rotLSD   1.07
[fold 76] epoch  180 | train    2.06 | val    2.10 | rotLSD   0.94
[fold 76] epoch  190 | train    1.70 | val    1.71 | rotLSD   0.82
[fold 76] epoch  200 | train    1.44 | val    1.41 | rotLSD   0.72
[fold 76] epoch  210 | train    1.26 | val    1.21 | rotLSD   0.65
[fold 76] epoch  220 | train    1.11 | val    1.05 | rotLSD   0.60
[fold 76] epoch  230 | train    1.02 | val    0.93 | rotLSD   0.59
[fold 76] epoch  240 | train    0.95 | val    0.85 | rotLSD   0.54
[fold 76] epoch  250 | train    0.91 | val    0.80 | rotLSD   0.50
[fold 76] epoch  260 | train    0.89 | val    0.77 | rotLSD   0.47
[fold 76] epoch  270 | train    0.86 | val    0.75 | rotLSD   0.48
[fold 76] epoch  280 | train    0.84 | val    0.75 | rotLSD   0.48
[fold 76] epoch  290 | train    0.83 | val    0.73 | rotLSD   0.47
[fold 76] epoch  300 | train    0.83 | val    0.73 | rotLSD   0.47
[fold 76] epoch  310 | train    0.82 | val    0.71 | rotLSD   0.45
[fold 76] epoch  320 | train    0.81 | val    0.72 | rotLSD   0.46
[fold 76] epoch  330 | train    0.80 | val    0.72 | rotLSD   0.47
[fold 76] epoch  340 | train    0.80 | val    0.72 | rotLSD   0.47
[fold 76] epoch  350 | train    0.79 | val    0.73 | rotLSD   0.46
[fold 76] epoch  360 | train    0.79 | val    0.73 | rotLSD   0.45
[fold 76] epoch  370 | train    0.78 | val    0.72 | rotLSD   0.43
[fold 76] epoch  380 | train    0.78 | val    0.74 | rotLSD   0.47
[fold 76] epoch  390 | train    0.78 | val    0.75 | rotLSD   0.47
[fold 76] epoch  400 | train    0.77 | val    0.74 | rotLSD   0.45
[fold 76] epoch  410 | train    0.77 | val    0.74 | rotLSD   0.48
[fold 76] epoch  420 | train    0.77 | val    0.73 | rotLSD   0.49
[fold 76] epoch  430 | train    0.77 | val    0.74 | rotLSD   0.47
[fold 76] epoch  440 | train    0.76 | val    0.76 | rotLSD   0.53
[fold 76] epoch  450 | train    0.76 | val    0.75 | rotLSD   0.49
[fold 76] epoch  460 | train    0.75 | val    0.76 | rotLSD   0.48
[fold 76] epoch  470 | train    0.75 | val    0.74 | rotLSD   0.46
[fold 76] epoch  480 | train    0.75 | val    0.75 | rotLSD   0.48
[fold 76] epoch  490 | train    0.75 | val    0.74 | rotLSD   0.47
[fold 76] epoch  500 | train    0.74 | val    0.76 | rotLSD   0.47
[fold 76] epoch  510 | train    0.74 | val    0.77 | rotLSD   0.48
[fold 76] epoch  520 | train    0.74 | val    0.75 | rotLSD   0.46
[fold 76] epoch  530 | train    0.73 | val    0.75 | rotLSD   0.46
[fold 76] epoch  540 | train    0.73 | val    0.77 | rotLSD   0.52
[fold 76] epoch  550 | train    0.73 | val    0.76 | rotLSD   0.45
[fold 76] epoch  560 | train    0.72 | val    0.76 | rotLSD   0.48
[fold 76] epoch  570 | train    0.72 | val    0.79 | rotLSD   0.51
[fold 76] epoch  580 | train    0.73 | val    0.77 | rotLSD   0.49
[fold 76] epoch  590 | train    0.73 | val    0.78 | rotLSD   0.47
[fold 76] epoch  600 | train    0.72 | val    0.78 | rotLSD   0.48
[fold 76] epoch  610 | train    0.72 | val    0.79 | rotLSD   0.48
[fold 76] epoch  620 | train    0.71 | val    0.77 | rotLSD   0.47
[fold 76] epoch  630 | train    0.71 | val    0.78 | rotLSD   0.48
[fold 76] epoch  640 | train    0.72 | val    0.80 | rotLSD   0.49
[fold 76] epoch  650 | train    0.71 | val    0.79 | rotLSD   0.47
[fold 76] epoch  660 | train    0.71 | val    0.78 | rotLSD   0.46
[fold 76] epoch  670 | train    0.71 | val    0.79 | rotLSD   0.49
[fold 76] epoch  680 | train    0.70 | val    0.79 | rotLSD   0.47
[fold 76] epoch  690 | train    0.70 | val    0.79 | rotLSD   0.49
[fold 76] epoch  700 | train    0.70 | val    0.80 | rotLSD   0.49
[fold 76] epoch  710 | train    0.70 | val    0.80 | rotLSD   0.49
[fold 76] epoch  720 | train    0.70 | val    0.80 | rotLSD   0.47
[fold 76] epoch  730 | train    0.70 | val    0.80 | rotLSD   0.51
[fold 76] epoch  740 | train    0.70 | val    0.80 | rotLSD   0.51
[fold 76] epoch  750 | train    0.70 | val    0.80 | rotLSD   0.49
[fold 76] epoch  760 | train    0.69 | val    0.81 | rotLSD   0.49
[fold 76] epoch  770 | train    0.70 | val    0.81 | rotLSD   0.49
[fold 76] epoch  780 | train    0.70 | val    0.80 | rotLSD   0.48
[fold 76] epoch  790 | train    0.69 | val    0.82 | rotLSD   0.49
[fold 76] epoch  800 | train    0.69 | val    0.80 | rotLSD   0.49
[fold 76] epoch  810 | train    0.69 | val    0.81 | rotLSD   0.50
[fold 76] epoch  820 | train    0.70 | val    0.81 | rotLSD   0.48
[fold 76] epoch  830 | train    0.69 | val    0.81 | rotLSD   0.50
[fold 76] epoch  840 | train    0.68 | val    0.81 | rotLSD   0.48
[fold 76] epoch  850 | train    0.69 | val    0.81 | rotLSD   0.48
[fold 76] epoch  860 | train    0.69 | val    0.81 | rotLSD   0.47
[fold 76] epoch  870 | train    0.68 | val    0.81 | rotLSD   0.49
[fold 76] epoch  880 | train    0.69 | val    0.81 | rotLSD   0.49
[fold 76] epoch  890 | train    0.69 | val    0.81 | rotLSD   0.48
[fold 76] epoch  900 | train    0.69 | val    0.81 | rotLSD   0.51
[fold 76] epoch  910 | train    0.69 | val    0.81 | rotLSD   0.46
[fold 76] epoch  920 | train    0.69 | val    0.81 | rotLSD   0.46
[fold 76] epoch  930 | train    0.68 | val    0.81 | rotLSD   0.48
[fold 76] epoch  940 | train    0.68 | val    0.81 | rotLSD   0.48
[fold 76] epoch  950 | train    0.69 | val    0.81 | rotLSD   0.48
[fold 76] epoch  960 | train    0.69 | val    0.81 | rotLSD   0.50
[fold 76] epoch  970 | train    0.69 | val    0.81 | rotLSD   0.50
[fold 76] epoch  980 | train    0.69 | val    0.81 | rotLSD   0.50
[fold 76] epoch  990 | train    0.70 | val    0.81 | rotLSD   0.49
[fold 76] epoch 1000 | train    0.69 | val    0.81 | rotLSD   0.52

─── Fold 77/92 ───
[fold 77] epoch   10 | train  120.28 | val  120.11 | rotLSD  22.19
[fold 77] epoch   20 | train  109.01 | val  108.78 | rotLSD  19.26
[fold 77] epoch   30 | train   97.21 | val   96.93 | rotLSD  16.39
[fold 77] epoch   40 | train   84.99 | val   84.65 | rotLSD  13.28
[fold 77] epoch   50 | train   72.63 | val   72.29 | rotLSD  11.30
[fold 77] epoch   60 | train   60.52 | val   60.27 | rotLSD   9.31
[fold 77] epoch   70 | train   49.22 | val   48.99 | rotLSD   7.67
[fold 77] epoch   80 | train   38.96 | val   38.78 | rotLSD   6.18
[fold 77] epoch   90 | train   30.00 | val   29.89 | rotLSD   5.16
[fold 77] epoch  100 | train   22.47 | val   22.44 | rotLSD   4.19
[fold 77] epoch  110 | train   16.39 | val   16.45 | rotLSD   3.37
[fold 77] epoch  120 | train   11.68 | val   11.83 | rotLSD   2.71
[fold 77] epoch  130 | train    8.22 | val    8.42 | rotLSD   2.19
[fold 77] epoch  140 | train    5.77 | val    6.01 | rotLSD   1.76
[fold 77] epoch  150 | train    4.10 | val    4.39 | rotLSD   1.46
[fold 77] epoch  160 | train    3.03 | val    3.32 | rotLSD   1.27
[fold 77] epoch  170 | train    2.33 | val    2.63 | rotLSD   1.04
[fold 77] epoch  180 | train    1.87 | val    2.17 | rotLSD   0.94
[fold 77] epoch  190 | train    1.56 | val    1.84 | rotLSD   0.81
[fold 77] epoch  200 | train    1.33 | val    1.64 | rotLSD   0.78
[fold 77] epoch  210 | train    1.18 | val    1.50 | rotLSD   0.72
[fold 77] epoch  220 | train    1.09 | val    1.41 | rotLSD   0.68
[fold 77] epoch  230 | train    1.01 | val    1.35 | rotLSD   0.67
[fold 77] epoch  240 | train    0.97 | val    1.31 | rotLSD   0.64
[fold 77] epoch  250 | train    0.93 | val    1.29 | rotLSD   0.64
[fold 77] epoch  260 | train    0.90 | val    1.27 | rotLSD   0.62
[fold 77] epoch  270 | train    0.89 | val    1.26 | rotLSD   0.61
[fold 77] epoch  280 | train    0.87 | val    1.25 | rotLSD   0.64
[fold 77] epoch  290 | train    0.86 | val    1.24 | rotLSD   0.62
[fold 77] epoch  300 | train    0.84 | val    1.23 | rotLSD   0.61
[fold 77] epoch  310 | train    0.84 | val    1.22 | rotLSD   0.56
[fold 77] epoch  320 | train    0.82 | val    1.22 | rotLSD   0.64
[fold 77] epoch  330 | train    0.82 | val    1.20 | rotLSD   0.57
[fold 77] epoch  340 | train    0.81 | val    1.22 | rotLSD   0.61
[fold 77] epoch  350 | train    0.81 | val    1.22 | rotLSD   0.60
[fold 77] epoch  360 | train    0.80 | val    1.22 | rotLSD   0.60
[fold 77] epoch  370 | train    0.80 | val    1.22 | rotLSD   0.62
[fold 77] epoch  380 | train    0.79 | val    1.22 | rotLSD   0.61
[fold 77] epoch  390 | train    0.79 | val    1.21 | rotLSD   0.57
[fold 77] epoch  400 | train    0.78 | val    1.22 | rotLSD   0.60
[fold 77] epoch  410 | train    0.78 | val    1.22 | rotLSD   0.60
[fold 77] epoch  420 | train    0.78 | val    1.22 | rotLSD   0.57
[fold 77] epoch  430 | train    0.77 | val    1.22 | rotLSD   0.60
[fold 77] epoch  440 | train    0.77 | val    1.22 | rotLSD   0.60
[fold 77] epoch  450 | train    0.77 | val    1.23 | rotLSD   0.58
[fold 77] epoch  460 | train    0.77 | val    1.23 | rotLSD   0.58
[fold 77] epoch  470 | train    0.76 | val    1.22 | rotLSD   0.58
[fold 77] epoch  480 | train    0.76 | val    1.23 | rotLSD   0.61
[fold 77] epoch  490 | train    0.76 | val    1.22 | rotLSD   0.56
[fold 77] epoch  500 | train    0.75 | val    1.23 | rotLSD   0.60
[fold 77] epoch  510 | train    0.75 | val    1.23 | rotLSD   0.60
[fold 77] epoch  520 | train    0.75 | val    1.24 | rotLSD   0.59
[fold 77] epoch  530 | train    0.75 | val    1.23 | rotLSD   0.59
[fold 77] epoch  540 | train    0.75 | val    1.23 | rotLSD   0.63
[fold 77] epoch  550 | train    0.75 | val    1.23 | rotLSD   0.58
[fold 77] epoch  560 | train    0.74 | val    1.24 | rotLSD   0.56
[fold 77] epoch  570 | train    0.74 | val    1.25 | rotLSD   0.57
[fold 77] epoch  580 | train    0.73 | val    1.24 | rotLSD   0.57
[fold 77] epoch  590 | train    0.75 | val    1.25 | rotLSD   0.58
[fold 77] epoch  600 | train    0.74 | val    1.24 | rotLSD   0.62
[fold 77] epoch  610 | train    0.74 | val    1.24 | rotLSD   0.59
[fold 77] epoch  620 | train    0.74 | val    1.24 | rotLSD   0.59
[fold 77] epoch  630 | train    0.73 | val    1.24 | rotLSD   0.58
[fold 77] epoch  640 | train    0.73 | val    1.25 | rotLSD   0.60
[fold 77] epoch  650 | train    0.72 | val    1.24 | rotLSD   0.60
[fold 77] epoch  660 | train    0.73 | val    1.24 | rotLSD   0.58
[fold 77] epoch  670 | train    0.73 | val    1.25 | rotLSD   0.58
[fold 77] epoch  680 | train    0.72 | val    1.24 | rotLSD   0.59
[fold 77] epoch  690 | train    0.72 | val    1.25 | rotLSD   0.62
[fold 77] epoch  700 | train    0.72 | val    1.25 | rotLSD   0.60
[fold 77] epoch  710 | train    0.72 | val    1.25 | rotLSD   0.58
[fold 77] epoch  720 | train    0.72 | val    1.25 | rotLSD   0.61
[fold 77] epoch  730 | train    0.72 | val    1.25 | rotLSD   0.58
[fold 77] epoch  740 | train    0.72 | val    1.25 | rotLSD   0.59
[fold 77] epoch  750 | train    0.71 | val    1.25 | rotLSD   0.62
[fold 77] epoch  760 | train    0.72 | val    1.26 | rotLSD   0.58
[fold 77] epoch  770 | train    0.72 | val    1.25 | rotLSD   0.59
[fold 77] epoch  780 | train    0.71 | val    1.25 | rotLSD   0.56
[fold 77] epoch  790 | train    0.71 | val    1.25 | rotLSD   0.63
[fold 77] epoch  800 | train    0.72 | val    1.25 | rotLSD   0.58
[fold 77] epoch  810 | train    0.71 | val    1.25 | rotLSD   0.59
[fold 77] epoch  820 | train    0.71 | val    1.25 | rotLSD   0.60
[fold 77] epoch  830 | train    0.71 | val    1.26 | rotLSD   0.61
[fold 77] epoch  840 | train    0.72 | val    1.25 | rotLSD   0.58
[fold 77] epoch  850 | train    0.71 | val    1.25 | rotLSD   0.58
[fold 77] epoch  860 | train    0.71 | val    1.25 | rotLSD   0.57
[fold 77] epoch  870 | train    0.71 | val    1.25 | rotLSD   0.59
[fold 77] epoch  880 | train    0.71 | val    1.25 | rotLSD   0.61
[fold 77] epoch  890 | train    0.71 | val    1.25 | rotLSD   0.59
[fold 77] epoch  900 | train    0.71 | val    1.25 | rotLSD   0.56
[fold 77] epoch  910 | train    0.71 | val    1.25 | rotLSD   0.59
[fold 77] epoch  920 | train    0.71 | val    1.25 | rotLSD   0.60
[fold 77] epoch  930 | train    0.71 | val    1.25 | rotLSD   0.59
[fold 77] epoch  940 | train    0.71 | val    1.25 | rotLSD   0.59
[fold 77] epoch  950 | train    0.71 | val    1.25 | rotLSD   0.62
[fold 77] epoch  960 | train    0.71 | val    1.25 | rotLSD   0.58
[fold 77] epoch  970 | train    0.71 | val    1.25 | rotLSD   0.62
[fold 77] epoch  980 | train    0.70 | val    1.25 | rotLSD   0.58
[fold 77] epoch  990 | train    0.71 | val    1.25 | rotLSD   0.61
[fold 77] epoch 1000 | train    0.71 | val    1.25 | rotLSD   0.58

─── Fold 78/92 ───
[fold 78] epoch   10 | train  120.81 | val  117.32 | rotLSD  22.66
[fold 78] epoch   20 | train  109.29 | val  105.98 | rotLSD  18.48
[fold 78] epoch   30 | train   97.16 | val   93.92 | rotLSD  15.69
[fold 78] epoch   40 | train   84.48 | val   81.42 | rotLSD  13.11
[fold 78] epoch   50 | train   71.84 | val   68.92 | rotLSD  10.37
[fold 78] epoch   60 | train   59.43 | val   56.87 | rotLSD   8.79
[fold 78] epoch   70 | train   47.96 | val   45.69 | rotLSD   7.30
[fold 78] epoch   80 | train   37.60 | val   35.69 | rotLSD   5.94
[fold 78] epoch   90 | train   28.69 | val   27.09 | rotLSD   4.88
[fold 78] epoch  100 | train   21.27 | val   19.99 | rotLSD   3.86
[fold 78] epoch  110 | train   15.36 | val   14.38 | rotLSD   3.12
[fold 78] epoch  120 | train   10.85 | val   10.14 | rotLSD   2.55
[fold 78] epoch  130 | train    7.57 | val    7.10 | rotLSD   1.98
[fold 78] epoch  140 | train    5.28 | val    5.03 | rotLSD   1.60
[fold 78] epoch  150 | train    3.76 | val    3.68 | rotLSD   1.34
[fold 78] epoch  160 | train    2.80 | val    2.84 | rotLSD   1.12
[fold 78] epoch  170 | train    2.17 | val    2.32 | rotLSD   0.95
[fold 78] epoch  180 | train    1.72 | val    1.97 | rotLSD   0.87
[fold 78] epoch  190 | train    1.42 | val    1.74 | rotLSD   0.81
[fold 78] epoch  200 | train    1.24 | val    1.62 | rotLSD   0.73
[fold 78] epoch  210 | train    1.12 | val    1.48 | rotLSD   0.68
[fold 78] epoch  220 | train    1.04 | val    1.50 | rotLSD   0.67
[fold 78] epoch  230 | train    0.99 | val    1.42 | rotLSD   0.66
[fold 78] epoch  240 | train    0.95 | val    1.43 | rotLSD   0.64
[fold 78] epoch  250 | train    0.93 | val    1.41 | rotLSD   0.72
[fold 78] epoch  260 | train    0.90 | val    1.41 | rotLSD   0.70
[fold 78] epoch  270 | train    0.89 | val    1.41 | rotLSD   0.68
[fold 78] epoch  280 | train    0.87 | val    1.38 | rotLSD   0.64
[fold 78] epoch  290 | train    0.85 | val    1.42 | rotLSD   0.66
[fold 78] epoch  300 | train    0.84 | val    1.39 | rotLSD   0.69
[fold 78] epoch  310 | train    0.84 | val    1.40 | rotLSD   0.62
[fold 78] epoch  320 | train    0.83 | val    1.42 | rotLSD   0.65
